method,attacker,seed,outcome,success,end_time,tau_I,tau_B,tau_L,min_rho,min_attacker_hvu_dist,min_h_V,min_mu_V,min_eta_V,mean_h_V,mean_mu_V,mean_eta_V,eta_viol_integral,fraction_h_V_negative,fraction_mu_V_negative,fraction_eta_V_negative,fraction_planner_stressed,Omega_max,a_max
pn,pilot_hard,30,intercept,False,0.7100000000000004,0.7000000000000004,,0.6800000000000004,3.6920973515985924,37.82518300242019,-0.17542961148266156,-3.7201357933101042,-10.24506638118212,0.11386775121478425,0.9567130547284133,-0.10340304102189934,0.3311418339795762,0.04225352112676056,0.028169014084507043,0.16901408450704225,0.0,8.0,70.0
pn,pilot_hard,31,breach,False,2.5199999999999902,,2.5099999999999905,0.5700000000000003,3.9333780380354293,2.948522667046463,-0.9268330616643916,-6.9498409950913205,-13.22117711537769,0.016775718010685028,1.2885246034461961,0.02016543643389899,1.4285425433020578,0.18253968253968253,0.05555555555555555,0.11904761904761904,0.0,8.0,70.0
pn,pilot_hard,32,breach,False,3.609999999999967,,3.5999999999999672,0.7600000000000005,4.944936749849087,2.922739084086925,-0.8290773605307599,-6.413851744089592,-12.034917743763984,0.06723923539244232,1.1608007453268265,0.21689810050189706,1.250368877832705,0.10803324099722991,0.036011080332409975,0.07202216066481995,0.0,8.0,70.0
pn,pilot_hard,33,intercept,True,0.7400000000000004,0.7300000000000004,,,3.698375492394719,40.978823195243436,0.04906606432776306,0.24160332333238116,-3.8040741491128003,0.13016142886838045,0.7935193479481459,0.32671793586753206,0.07561420148214712,0.0,0.0,0.06756756756756757,0.0,8.0,70.0
pn,pilot_hard,34,breach,False,2.9399999999999813,,2.9299999999999815,0.7000000000000004,5.074477036786274,2.929820862323794,-0.8087279588679204,-6.690261568101669,-11.225200883748869,0.04560540171118502,1.0668658192617195,0.13345437537095572,1.2476734326597856,0.14965986394557823,0.05102040816326531,0.09523809523809523,0.0,8.0,70.0
pn,pilot_hard,35,intercept,True,0.7500000000000004,0.7400000000000004,,,3.7421454263284857,37.49768939429273,0.0724018434108179,0.4957539201054629,-2.230569174731066,0.1302345707206034,0.8818985891164023,0.3707964450619913,0.04191418796516373,0.0,0.0,0.06666666666666667,0.0,8.0,70.0
pn,pilot_hard,36,intercept,False,0.7700000000000005,0.7600000000000005,,0.7300000000000004,3.5513310375356397,38.72765802989661,-0.26419889863881674,-6.984458583118822,-13.47666666207667,0.11077455878978498,0.9740380201821192,-0.21163317751216684,0.44236100561133823,0.05194805194805195,0.03896103896103896,0.15584415584415584,0.0,8.0,70.0
pn,pilot_hard,37,intercept,True,0.6800000000000004,0.6700000000000004,,,3.794549639362757,36.269406497345166,0.022938745545091788,-0.06788106487526697,-4.282397615387916,0.1273325172236248,0.9475143174711216,0.26189175102247453,0.09817124605854934,0.0,0.014705882352941176,0.10294117647058823,0.0,8.0,70.0
pn,pilot_hard,38,intercept,True,0.6700000000000004,0.6600000000000004,,,3.4910079073364115,38.508364993705406,0.02191056198297936,-1.1036861152859434,-4.555150092320775,0.12755693208677735,0.8388833038288445,0.25549328837568175,0.10192658669031576,0.0,0.014925373134328358,0.08955223880597014,0.0,8.0,70.0
pn,pilot_hard,39,intercept,False,0.6900000000000004,0.6800000000000004,,0.6500000000000004,3.5792872988532185,37.864495089741986,-0.20960220507802796,-3.8832289363901076,-11.229027591410084,0.11091577878716462,1.1585767064862764,-0.18389571677675412,0.37136792775552013,0.057971014492753624,0.028985507246376812,0.17391304347826086,0.0,8.0,70.0
pn,pilot_hard,40,intercept,False,0.6800000000000004,0.6700000000000004,,0.6600000000000004,3.5657916988085425,34.2907184549255,-0.14466258683999023,-5.201842163203055,-11.026950610172237,0.11997667056733675,0.6574758285475373,-0.06040478474954862,0.3086186688541517,0.029411764705882353,0.04411764705882353,0.1323529411764706,0.0,8.0,70.0
pn,pilot_hard,41,breach,False,3.659999999999966,,3.649999999999966,0.6700000000000004,4.927069370190216,2.9588599985233537,-0.7826316475857904,-6.2589258697201196,-11.14516947672814,0.0694657836742229,1.157302225991104,0.22393607113384773,1.19633125947344,0.10655737704918032,0.040983606557377046,0.07377049180327869,0.0,8.0,70.0
pn,pilot_hard,42,intercept,False,0.7200000000000004,0.7100000000000004,,0.6900000000000004,3.727103049587825,41.3779342576924,-0.16306493846485615,-5.133392842816168,-10.760166364739465,0.11681046083562234,0.7859241755343973,-0.0695890268064411,0.32036786801292055,0.041666666666666664,0.041666666666666664,0.1388888888888889,0.0,8.0,70.0
pn,pilot_hard,43,intercept,True,0.6100000000000003,0.6000000000000003,,,3.512467589244411,37.28330086101708,0.041494239786919795,0.5043243639615971,-2.8990171944504475,0.12594112160635218,1.0774630633845015,0.27342345726859985,0.06849665049950832,0.0,0.0,0.11475409836065574,0.0,8.0,70.0
pn,pilot_hard,44,breach,False,3.2099999999999755,,3.1999999999999758,0.6700000000000004,4.385156343436001,2.979318831911402,-0.8758592643750913,-7.059886081411542,-12.916123844871644,0.053161517121344586,1.2755798792354627,0.1635511647623587,1.3213945556211966,0.1277258566978193,0.040498442367601244,0.08099688473520249,0.0,8.0,70.0
pn,pilot_hard,45,breach,False,3.7199999999999647,,3.709999999999965,0.7100000000000004,5.0767967562403165,2.958012972709507,-0.7592082861660895,-4.09706394179252,-10.186452906033114,0.07124298036553786,1.3802379202439363,0.23412962078322913,1.1713490766375194,0.10752688172043011,0.02956989247311828,0.07526881720430108,0.0,8.0,70.0
pn,pilot_hard,46,intercept,True,0.7000000000000004,0.6900000000000004,,,3.426891993928148,40.038146708958124,-0.0336686270713864,-1.404873240814822,-6.738792398388645,0.12423869747488366,1.0183327422097612,0.15681540098966332,0.16716707244081228,0.014285714285714285,0.014285714285714285,0.11428571428571428,0.0,8.0,70.0
pn,pilot_hard,47,breach,False,3.1999999999999758,,3.189999999999976,0.6800000000000004,4.758618119719156,2.8482225079075794,-0.8351553455477445,-6.084590575060361,-11.43675180935797,0.05212428772167893,1.3126823627284219,0.15872962671020685,1.2771753747957986,0.134375,0.04375,0.0875,0.0,8.0,70.0
pn,pilot_hard,48,breach,False,3.099999999999978,,3.089999999999978,0.7000000000000004,4.2499359634213345,2.9423197410947135,-0.9646638171315335,-9.873062467996396,-14.696976529324479,0.044975265945691976,1.1311978690291566,0.13036863415290442,1.4383027734874723,0.13225806451612904,0.04838709677419355,0.08387096774193549,0.0,8.0,70.0
pn,pilot_hard,49,breach,False,4.229999999999954,,4.2199999999999545,0.7100000000000004,5.128579361030412,2.923579548273047,-0.8093743764839901,-6.507887760313674,-11.38455342329011,0.07500606128173969,1.257421828854694,0.24340360478398151,1.2351365475157028,0.09456264775413711,0.03309692671394799,0.06382978723404255,0.0,8.0,70.0
pn,pilot_hard,50,breach,False,3.049999999999979,,3.039999999999979,0.7400000000000004,4.607865571747787,2.9532960619779387,-0.8546659508006154,-5.312717181092611,-12.787155874161652,0.04854265005963508,1.4284892678851153,0.14554086145353956,1.296324339002545,0.1377049180327869,0.03278688524590164,0.08852459016393442,0.0,8.0,70.0
pn,pilot_hard,51,breach,False,3.1699999999999764,,3.1599999999999766,0.6300000000000003,4.707229882646124,2.9535708841046517,-0.7979437198590661,-5.11433661002446,-11.001980584581423,0.058467640782782486,1.2696669871042612,0.18372196927357073,1.2190417398180602,0.12618296529968454,0.04100946372239748,0.08517350157728706,0.0,8.0,70.0
